Index,Label,LabelPred,Anomaly,AnomalyScore
2456,0,0,0,0.100528
2457,9,9,0,0.145496
2458,4,4,0,0.138649
2459,6,6,0,0.129000
2460,2,2,0,0.123767
2461,5,5,0,0.114621
2462,0,0,0,0.129213
2463,2,0,1,0.034529
2464,7,7,0,0.146249
2465,4,4,0,0.075529
2466,6,6,0,0.102209
2467,6,6,0,0.121027
2468,8,8,0,0.132485
2469,6,6,0,0.123461
2470,6,6,0,0.133199
2471,8,8,0,0.086875
2472,6,6,0,0.127593
2473,9,9,0,0.146810
2474,1,1,0,0.140741
2475,7,7,0,0.138851
2476,2,2,0,0.117376
2477,5,5,0,0.081001
2478,9,9,0,0.121956
2479,9,9,0,0.092025
2480,0,0,0,0.116948
2481,7,7,0,0.143533
2482,2,2,0,0.120832
2483,7,7,0,0.129715
2484,6,6,0,0.133423
2485,7,7,0,0.137113
2486,0,0,0,0.079524
2487,6,6,0,0.117796
2488,5,5,0,0.124404
2489,2,4,0,0.125716
2490,4,4,0,0.092061
2491,7,7,0,0.142638
2492,2,2,0,0.119026
2493,0,0,0,0.076161
2494,9,9,0,0.139501
2495,9,9,0,0.130345
2496,2,2,0,0.102006
2497,2,2,0,0.112749
2498,9,9,0,0.124577
2499,4,4,0,0.109298
2500,4,4,0,0.121059
2501,2,2,0,0.131888
2502,3,3,0,0.119254
2503,3,3,0,0.090464
2504,2,2,0,0.080519
2505,1,1,0,0.150338
2506,7,7,0,0.098022
2507,0,0,0,0.108568
2508,7,7,0,0.142047
2509,6,6,0,0.139876
2510,4,4,0,0.136211
2511,1,1,0,0.147548
2512,3,3,0,0.124522
2513,8,8,0,0.125495
2514,7,7,0,0.132242
2515,4,4,0,0.137983
2516,5,5,0,0.097988
2517,9,9,0,0.099996
2518,2,2,0,0.081448
2519,5,5,0,0.114348
2520,1,1,0,0.153153
2521,8,8,0,0.135350
2522,7,7,0,0.088454
2523,3,3,0,0.120008
2524,7,7,0,0.140339
2525,1,1,0,0.150688
2526,5,5,0,0.137803
2527,5,5,0,0.100812
2528,0,0,0,0.117563
2529,9,9,0,0.129772
2530,1,1,0,0.147011
2531,4,4,0,0.144968
2532,0,0,0,0.098516
2533,6,6,0,0.147200
2534,3,3,0,0.134881
2535,3,5,0,0.112765
2536,6,6,0,0.065122
2537,0,0,1,0.051712
2538,4,4,0,0.146153
2539,9,9,0,0.130883
2540,7,9,0,0.139334
2541,5,5,0,0.071367
2542,1,1,0,0.151604
2543,6,0,0,0.100506
2544,8,8,0,0.097288
2545,9,9,0,0.147723
2546,5,5,0,0.117569
2547,5,5,0,0.113306
2548,7,7,0,0.132534
2549,9,9,0,0.119610
2550,3,3,0,0.138136
2551,8,8,0,0.130148
2552,3,3,0,0.118898
2553,8,8,0,0.126660
2554,1,1,0,0.148611
2555,5,5,0,0.108452
2556,3,3,0,0.111240
2557,5,9,0,0.102994
2558,0,0,0,0.115256
2559,5,5,0,0.116795
2560,5,5,0,0.129479
2561,3,3,0,0.113000
2562,8,8,0,0.131851
2563,6,6,0,0.124566
2564,7,7,0,0.138996
2565,7,7,0,0.146626
2566,7,7,0,0.110770
2567,3,3,0,0.140100
2568,7,7,0,0.138586
2569,0,0,0,0.067740
2570,5,5,0,0.126881
2571,9,9,0,0.138671
2572,0,0,0,0.139016
2573,2,2,0,0.115211
2574,5,8,0,0.132417
2575,5,5,0,0.109035
2576,3,3,0,0.112091
2577,1,1,0,0.153087
2578,7,7,0,0.134270
2579,7,2,0,0.144423
2580,8,8,0,0.127741
2581,6,6,0,0.134007
2582,5,5,0,0.122002
2583,9,9,0,0.138174
2584,3,3,0,0.114558
2585,8,8,0,0.123771
2586,9,9,0,0.131132
2587,5,5,0,0.132405
2588,3,3,0,0.102803
2589,7,7,0,0.074211
2590,9,9,0,0.096112
2591,1,1,0,0.147431
2592,7,7,0,0.139720
2593,0,0,0,0.093894
2594,0,0,0,0.091858
2595,3,3,0,0.122556
2596,7,7,0,0.102463
2597,2,2,0,0.127405
2598,5,3,0,0.105236
2599,8,2,0,0.131204
2600,1,1,0,0.145997
2601,8,8,0,0.114673
2602,6,6,0,0.119781
2603,2,2,0,0.122406
2604,9,9,0,0.143091
2605,5,5,0,0.132357
2606,7,7,0,0.124028
2607,5,5,0,0.128417
2608,7,2,0,0.121875
2609,8,8,0,0.144896
2610,6,6,0,0.089487
2611,2,8,0,0.101404
2612,5,5,0,0.138426
2613,1,1,0,0.144902
2614,4,4,0,0.115807
2615,8,8,0,0.119299
2616,4,4,0,0.136287
2617,5,5,0,0.122008
2618,8,8,0,0.145571
2619,3,3,0,0.109234
2620,0,0,0,0.117693
2621,6,6,0,0.108854
2622,2,2,0,0.065898
2623,7,7,0,0.137902
2624,3,3,0,0.130124
2625,3,3,0,0.135581
2626,2,2,0,0.126236
2627,1,1,0,0.147045
2628,0,0,0,0.062918
2629,7,7,0,0.137751
2630,3,3,0,0.127283
2631,4,4,0,0.081298
2632,0,0,0,0.130449
2633,3,3,0,0.088490
2634,9,9,0,0.141039
2635,3,3,0,0.131322
2636,2,2,0,0.112708
2637,8,8,0,0.095583
2638,9,9,0,0.103963
2639,0,0,0,0.075554
2640,3,3,0,0.120116
2641,8,8,0,0.135142
2642,0,0,0,0.063556
2643,7,7,0,0.140951
2644,6,6,0,0.122770
2645,5,5,0,0.138152
2646,4,4,0,0.138656
2647,7,7,0,0.142048
2648,3,3,0,0.140054
2649,9,5,0,0.126091
2650,0,0,1,0.052560
2651,8,8,0,0.144011
2652,6,6,0,0.130332
2653,2,2,0,0.127974
2654,5,5,0,0.087885
2655,6,1,0,0.130986
2656,1,1,0,0.149113
2657,0,0,0,0.108830
2658,0,0,0,0.110821
2659,4,8,0,0.135210
2660,4,4,0,0.143352
2661,0,0,0,0.127217
2662,1,1,0,0.148503
2663,2,2,0,0.113699
2664,3,3,0,0.086724
2665,2,2,1,0.059483
2666,7,7,0,0.135185
2667,7,7,0,0.128917
2668,8,8,0,0.123149
2669,5,5,0,0.092162
2670,2,2,0,0.098288
2671,5,5,0,0.076842
2672,7,7,0,0.116044
2673,6,6,0,0.126400
2674,9,9,0,0.134993
2675,1,1,0,0.151313
2676,4,4,0,0.113446
2677,1,1,0,0.150422
2678,6,6,0,0.125775
2679,4,4,0,0.131756
2680,2,2,0,0.098687
2681,4,4,0,0.128055
2682,3,3,0,0.142781
2683,5,5,0,0.120132
2684,4,4,0,0.140226
2685,3,3,0,0.116722
2686,9,9,0,0.126394
2687,5,5,0,0.076090
2688,0,0,0,0.098038
2689,1,1,0,0.149154
2690,5,5,0,0.146421
2691,3,3,0,0.139936
2692,8,8,0,0.135543
2693,9,9,0,0.140073
2694,1,1,0,0.146471
2695,9,9,0,0.141925
2696,7,7,0,0.116991
2697,9,9,0,0.134254
2698,5,5,0,0.099822
2699,5,5,0,0.137244
2700,2,2,0,0.140778
2701,7,7,0,0.133172
2702,4,4,0,0.139387
2703,6,6,0,0.081349
2704,0,0,0,0.071579
2705,1,1,0,0.149767
2706,1,1,0,0.131155
2707,1,1,0,0.152171
2708,0,0,0,0.112221
2709,4,4,0,0.143275
2710,4,4,0,0.130658
2711,7,7,0,0.142034
2712,6,6,0,0.073422
2713,3,3,0,0.128963
2714,0,0,0,0.120923
2715,0,0,0,0.085178
2716,4,4,0,0.136601
2717,3,3,0,0.115848
2718,0,0,0,0.115302
2719,6,6,0,0.117415
2720,1,1,0,0.142981
2721,9,9,0,0.142724
2722,6,6,0,0.096935
2723,1,1,0,0.148357
2724,3,3,0,0.100814
2725,8,8,0,0.127306
2726,1,1,0,0.148431
2727,2,2,0,0.117869
2728,5,5,0,0.122345
2729,6,6,1,0.053810
2730,2,2,0,0.120474
2731,7,7,0,0.125867
2732,3,3,0,0.131696
2733,6,6,0,0.143465
2734,0,0,0,0.122240
2735,1,1,0,0.137373
2736,9,9,0,0.140905
2737,7,7,0,0.132158
2738,6,6,0,0.123769
2739,6,6,0,0.072002
2740,8,8,0,0.138417
2741,9,9,0,0.138180
2742,2,2,0,0.123252
2743,9,9,0,0.115087
2744,5,5,0,0.147828
2745,8,8,0,0.134507
2746,3,3,0,0.114885
2747,1,1,0,0.145563
2748,0,0,1,0.051766
2749,0,0,0,0.130145
2750,7,7,1,0.058596
2751,6,6,0,0.118734
2752,6,6,0,0.113817
2753,2,2,0,0.069579
2754,1,1,0,0.135922
2755,6,0,0,0.096180
2756,9,9,0,0.143994
2757,3,3,0,0.105687
2758,1,1,0,0.151222
2759,8,8,0,0.066456
2760,6,6,0,0.126200
2761,9,9,0,0.143752
2762,0,0,0,0.110613
2763,6,6,0,0.133508
2764,0,0,0,0.125042
2765,0,0,0,0.118972
2766,0,0,0,0.107029
2767,6,6,0,0.131281
2768,3,3,0,0.119104
2769,5,5,0,0.104824
2770,9,9,0,0.139852
2771,3,3,0,0.086978
2772,4,4,0,0.144600
2773,5,5,0,0.129817
2774,5,5,0,0.078369
2775,8,8,0,0.097000
2776,5,5,0,0.124761
2777,3,3,0,0.133562
2778,0,0,0,0.119137
2779,4,4,0,0.129694
2780,0,0,1,0.057510
2781,2,2,0,0.088744
2782,9,9,0,0.125867
2783,6,6,0,0.119401
2784,8,8,0,0.141145
2785,2,2,0,0.130569
2786,3,3,0,0.115811
2787,1,1,0,0.152085
2788,2,2,0,0.100505
2789,1,1,0,0.150712
2790,1,1,0,0.135190
2791,5,5,0,0.085034
2792,6,6,0,0.098654
2793,9,9,0,0.140144
2794,8,8,0,0.144423
2795,0,0,0,0.133450
2796,6,6,0,0.110929
2797,6,6,0,0.133790
2798,5,5,0,0.098355
2799,5,5,0,0.123113
2800,3,3,0,0.134324
2801,8,8,0,0.121611
2802,6,6,1,0.051144
2803,2,2,1,0.044039
2804,1,1,0,0.145519
2805,4,4,0,0.139684
2806,5,5,0,0.103639
2807,4,4,0,0.142491
2808,3,3,0,0.111347
2809,7,7,0,0.143906
2810,8,8,0,0.120124
2811,5,5,0,0.118030
2812,0,0,0,0.088543
2813,9,9,0,0.134705
2814,3,3,0,0.120164
2815,5,5,0,0.111981
2816,1,1,0,0.139615
2817,1,1,0,0.148302
2818,0,0,0,0.073613
2819,4,4,0,0.120711
2820,4,4,0,0.139659
2821,7,7,0,0.130030
2822,0,0,0,0.121326
2823,1,1,0,0.147551
2824,7,7,0,0.144029
2825,0,0,0,0.123757
2826,1,1,0,0.139653
2827,6,6,1,0.060941
2828,1,1,0,0.153484
2829,4,4,0,0.115851
2830,5,5,0,0.133936
2831,6,6,1,0.038493
2832,6,6,0,0.113038
2833,5,5,0,0.119297
2834,7,7,0,0.090380
2835,8,8,0,0.105391
2836,4,4,0,0.136130
2837,4,4,0,0.115243
2838,7,7,0,0.124264
2839,2,2,0,0.113069
2840,5,5,0,0.084563
2841,3,3,0,0.135872
2842,7,7,0,0.133138
2843,0,0,1,0.043920
2844,7,7,0,0.110473
2845,7,7,0,0.123693
2846,9,9,0,0.099094
2847,6,6,0,0.127298
2848,4,4,0,0.125497
2849,2,2,0,0.121900
2850,8,8,0,0.118957
2851,5,5,0,0.100815
2852,7,7,0,0.107526
2853,8,8,0,0.128483
2854,3,3,0,0.132345
2855,9,9,0,0.134571
2856,5,5,0,0.117422
2857,8,8,0,0.137019
2858,9,9,0,0.126775
2859,9,9,0,0.117861
2860,8,8,0,0.129340
2861,6,6,0,0.119770
2862,2,2,0,0.124882
2863,8,8,0,0.142050
2864,9,9,0,0.143732
2865,2,2,0,0.080780
2866,3,3,0,0.124597
2867,6,6,0,0.141603
2868,1,1,0,0.153795
2869,1,1,0,0.149495
2870,8,8,0,0.098121
2871,9,9,0,0.134628
2872,3,3,0,0.135501
2873,4,4,0,0.113760
2874,0,0,0,0.117534
2875,7,7,0,0.134221
2876,9,9,0,0.137771
2877,6,6,0,0.111528
2878,4,4,0,0.131774
2879,1,1,0,0.143963
2880,4,4,0,0.130441
2881,1,1,0,0.150193
2882,3,3,0,0.106755
2883,4,4,0,0.088970
2884,9,9,0,0.118140
2885,3,3,0,0.127971
2886,1,1,0,0.150347
2887,4,4,0,0.123807
2888,7,7,0,0.141076
2889,7,7,0,0.141223
2890,4,4,0,0.091962
2891,7,7,0,0.140580
2892,2,2,0,0.126314
2893,9,9,0,0.107970
2894,3,3,0,0.080644
2895,0,0,0,0.073302
2896,8,8,0,0.121074
2897,8,0,0,0.075481
2898,8,8,0,0.126299
2899,4,4,0,0.141486
2900,0,0,0,0.110708
2901,4,4,0,0.093260
2902,4,4,0,0.145302
2903,1,1,0,0.138026
2904,5,5,0,0.100715
2905,2,2,0,0.100982
2906,8,8,0,0.120662
2907,3,3,0,0.111533
2908,4,9,0,0.125454
2909,9,9,0,0.101362
2910,5,5,0,0.141425
2911,2,2,0,0.115754
2912,8,8,0,0.136370
2913,1,1,0,0.153575
2914,5,5,0,0.137194
2915,3,3,0,0.135166
2916,7,7,0,0.127252
2917,9,9,0,0.140351
2918,4,4,0,0.142256
2919,2,2,1,0.061056
2920,5,5,0,0.129472
2921,6,6,0,0.131897
2922,3,3,0,0.126017
2923,5,5,0,0.108024
2924,9,9,0,0.145936
2925,3,3,0,0.121504
2926,5,5,0,0.111142
2927,9,9,0,0.143878
2928,3,2,0,0.079306
2929,1,1,0,0.146770
2930,9,9,1,0.056663
2931,5,5,0,0.126726
2932,3,3,0,0.142327
2933,0,0,0,0.074416
2934,6,6,0,0.120334
2935,9,9,0,0.120962
2936,8,8,0,0.124420
2937,4,4,0,0.073052
2938,0,0,0,0.116664
2939,4,4,0,0.129329
2940,9,9,0,0.101235
2941,2,2,0,0.109321
2942,9,9,0,0.123555
2943,0,0,0,0.117279
2944,1,1,0,0.150858
2945,0,0,0,0.126252
2946,3,3,0,0.141306
2947,1,1,0,0.111187
2948,6,6,0,0.134052
2949,5,5,0,0.093175
2950,8,8,0,0.140868
2951,1,1,0,0.148819
2952,5,5,0,0.127499
2953,3,5,0,0.106699
2954,3,5,0,0.127163
2955,0,0,0,0.101106
2956,3,3,0,0.086597
2957,5,5,0,0.132134
2958,5,5,0,0.120990
2959,9,9,0,0.141950
2960,2,2,0,0.093277
2961,8,8,0,0.123162
2962,7,7,0,0.127197
2963,0,0,0,0.118785
2964,4,4,0,0.078119
2965,9,9,0,0.138534
2966,1,1,0,0.152108
2967,9,9,0,0.130717
2968,7,7,0,0.130028
2969,7,7,0,0.139267
2970,5,5,0,0.130985
2971,5,5,0,0.120358
2972,2,2,0,0.122277
2973,0,0,0,0.075103
2974,9,9,0,0.132479
2975,1,1,0,0.148150
2976,8,8,0,0.117386
2977,6,6,0,0.119752
2978,2,2,0,0.083300
2979,3,3,0,0.130497
2980,9,9,0,0.142862
2981,6,6,0,0.095551
2982,2,2,0,0.118750
2983,1,1,0,0.151078
2984,9,9,0,0.129538
2985,1,1,0,0.151818
2986,3,3,0,0.138683
2987,5,5,0,0.136198
2988,5,5,0,0.142112
2989,0,0,0,0.122706
2990,3,3,0,0.143215
2991,8,9,0,0.110420
2992,3,3,0,0.119367
2993,3,3,0,0.134276
2994,7,7,0,0.138350
2995,6,6,0,0.132427
2996,6,6,0,0.135797
2997,0,0,1,0.059101
2998,1,1,0,0.152424
2999,4,4,0,0.132819
3000,0,0,0,0.105759
3001,6,6,0,0.127809
3002,9,9,0,0.129999
3003,8,8,0,0.143028
3004,1,1,0,0.146390
3005,2,2,0,0.103815
3006,9,1,0,0.147815
3007,9,9,0,0.133452
3008,5,5,0,0.120556
3009,9,9,0,0.139216
3010,7,7,0,0.145808
3011,3,3,0,0.120228
3012,7,7,0,0.073275
3013,8,8,0,0.133078
3014,0,0,0,0.064550
3015,1,1,0,0.149320
3016,3,3,0,0.117987
3017,0,0,1,0.031790
3018,4,4,0,0.138672
3019,6,6,0,0.123251
3020,1,1,0,0.151218
3021,0,0,0,0.098863
3022,2,2,0,0.097380
3023,5,5,0,0.105542
3024,8,8,0,0.107623
3025,4,4,0,0.086668
3026,4,4,0,0.125601
3027,1,1,0,0.142745
3028,1,1,0,0.150458
3029,5,5,0,0.114968
3030,4,4,0,0.140796
3031,6,6,0,0.140760
3032,6,6,1,0.056733
3033,0,0,0,0.091508
3034,6,6,0,0.110112
3035,9,9,0,0.125056
3036,2,2,0,0.104640
3037,6,6,0,0.125631
3038,2,2,0,0.064864
3039,7,7,0,0.132690
3040,1,1,0,0.152235
3041,7,7,0,0.144010
3042,9,9,0,0.139212
3043,4,4,0,0.107319
3044,0,0,0,0.118322
3045,0,0,0,0.095818
3046,3,3,0,0.102350
3047,8,8,0,0.117206
3048,2,2,0,0.099581
3049,2,2,0,0.125682
3050,3,3,0,0.134178
3051,1,1,0,0.147881
3052,6,6,0,0.116574
3053,0,0,0,0.115793
3054,5,5,0,0.115097
3055,7,7,0,0.140559
3056,7,7,0,0.136041
3057,9,9,0,0.096439
3058,2,2,0,0.099437
3059,6,6,0,0.086275
3060,7,7,0,0.143425
3061,9,7,0,0.150090
3062,7,7,0,0.133437
3063,8,8,0,0.134991
3064,6,6,0,0.128275
3065,8,8,0,0.130500
3066,8,8,0,0.143275
3067,4,4,0,0.140268
3068,6,6,0,0.080670
3069,8,8,0,0.116464
3070,4,4,0,0.075455
3071,1,1,0,0.151810
3072,2,2,0,0.101906
3073,8,8,0,0.132142
3074,1,2,0,0.104299
3075,3,3,0,0.125447
3076,9,9,0,0.119728
3077,4,4,0,0.120342
3078,0,0,0,0.122794
3079,3,3,0,0.143444
3080,7,7,0,0.133922
3081,3,3,0,0.126872
3082,2,2,0,0.100562
3083,3,3,0,0.132168
3084,3,3,0,0.074757
3085,7,7,0,0.145527
3086,3,3,0,0.116545
3087,4,4,0,0.143393
3088,0,0,0,0.119573
3089,6,6,0,0.127016
3090,2,2,0,0.113010
3091,0,0,0,0.114992
3092,8,8,0,0.126836
3093,1,1,0,0.145262
3094,5,5,0,0.130253
3095,3,3,0,0.136659
3096,5,5,0,0.114326
3097,4,4,0,0.122463
3098,1,1,0,0.146226
3099,7,7,0,0.142013
3100,1,1,0,0.131969
3101,5,5,0,0.095825
3102,7,7,0,0.115089
3103,5,5,0,0.128083
3104,7,7,0,0.139806
3105,3,3,0,0.127739
3106,2,2,0,0.113200
3107,2,2,0,0.118977
3108,7,7,0,0.118262
3109,3,5,0,0.112854
3110,7,7,0,0.141802
3111,3,3,0,0.119159
3112,7,7,0,0.129484
3113,8,8,0,0.125097
3114,5,5,0,0.126473
3115,4,6,0,0.123017
3116,5,5,0,0.128412
3117,2,2,0,0.097835
3118,5,9,0,0.134231
3119,6,6,0,0.125502
3120,5,5,0,0.091383
3121,3,3,1,0.052952
3122,6,6,0,0.117044
3123,7,7,0,0.112040
3124,4,4,0,0.143672
3125,1,1,0,0.141419
3126,7,7,0,0.129566
3127,1,1,0,0.149568
3128,5,5,0,0.142381
3129,2,2,0,0.116055
3130,3,3,0,0.125561
3131,6,0,0,0.122148
3132,3,3,0,0.126022
3133,1,2,0,0.136491
3134,4,4,0,0.129803
3135,2,2,0,0.112620
3136,6,6,0,0.130186
3137,7,9,0,0.141266
3138,4,4,0,0.121420
3139,3,3,0,0.114916
3140,8,8,0,0.111528
3141,0,0,0,0.122654
3142,6,6,0,0.126732
3143,2,2,0,0.108658
3144,1,1,0,0.149334
3145,6,6,0,0.068785
3146,5,5,0,0.098654
3147,3,5,0,0.144220
3148,9,9,0,0.107031
3149,1,1,0,0.151346
3150,9,9,0,0.125902
3151,3,3,0,0.120581
3152,2,2,0,0.145862
3153,1,1,0,0.152186
3154,8,8,0,0.131425
3155,4,4,0,0.121062
3156,4,4,0,0.144812
3157,6,6,0,0.130809
3158,5,3,0,0.073901
3159,8,8,0,0.122469
3160,6,6,0,0.134499
3161,9,9,0,0.144332
3162,7,7,0,0.137341
3163,7,7,0,0.142155
3164,8,8,0,0.126993
3165,6,6,0,0.094375
3166,9,9,0,0.134861
3167,7,7,0,0.132538
3168,3,3,0,0.145004
3169,9,9,0,0.126774
3170,4,4,0,0.132121
3171,0,0,1,0.039575
3172,5,5,0,0.136814
3173,4,4,0,0.102531
3174,6,6,0,0.128054
3175,4,4,0,0.087796
3176,1,1,0,0.146682
3177,2,2,0,0.128120
3178,3,3,0,0.135689
3179,0,0,0,0.078964
3180,0,0,0,0.076558
3181,2,2,0,0.103503
3182,6,6,0,0.077248
3183,6,6,0,0.062351
3184,5,8,0,0.117399
3185,7,7,0,0.131831
3186,0,0,0,0.127859
3187,8,8,0,0.135641
3188,6,6,0,0.122059
3189,4,4,0,0.134610
3190,7,7,0,0.131253
3191,9,9,0,0.126569
3192,0,0,0,0.133489
3193,7,7,0,0.119283
3194,3,3,0,0.132225
3195,4,4,0,0.143345
3196,2,2,0,0.096382
3197,1,1,0,0.152595
3198,8,8,0,0.115573
3199,8,8,0,0.086377
3200,5,5,0,0.110026
3201,9,9,0,0.103079
3202,2,2,0,0.101474
3203,7,7,0,0.129608
3204,1,1,0,0.151311
3205,8,8,0,0.137179
3206,8,8,0,0.117901
3207,8,3,0,0.116584
3208,2,2,0,0.127472
3209,7,7,0,0.131735
3210,6,6,0,0.126775
3211,0,0,0,0.119945
3212,1,1,0,0.149799
3213,2,2,0,0.115851
3214,7,7,0,0.149701
3215,1,1,0,0.142139
3216,0,0,0,0.113102
3217,8,8,0,0.135378
3218,3,3,0,0.086564
3219,6,5,0,0.118075
3220,0,0,0,0.130813
3221,5,5,0,0.096437
3222,3,3,0,0.076034
3223,6,6,0,0.104780
3224,2,2,0,0.109819
3225,8,8,0,0.125306
3226,7,7,0,0.148876
3227,0,0,0,0.098626
3228,1,1,0,0.149487
3229,4,4,0,0.110059
3230,2,2,0,0.083897
3231,1,1,0,0.149124
3232,1,1,0,0.147600
3233,4,4,0,0.124075
3234,4,4,0,0.136944
3235,4,4,0,0.093130
3236,4,4,0,0.115431
3237,7,7,0,0.145833
3238,1,1,0,0.150764
3239,6,6,0,0.131729
3240,2,2,0,0.109558
3241,9,3,0,0.138567
3242,9,9,0,0.127124
3243,0,0,0,0.065330
3244,0,0,0,0.129841
3245,1,1,0,0.147564
3246,8,8,0,0.131506
3247,8,8,0,0.130391
3248,4,4,0,0.141461
3249,3,3,0,0.133704
3250,4,4,0,0.124954
3251,2,2,0,0.115112
3252,0,0,0,0.078523
3253,6,6,0,0.122589
3254,1,1,0,0.147510
3255,6,6,0,0.122595
3256,1,1,0,0.149547
3257,2,2,0,0.093252
3258,2,2,0,0.102786
3259,2,2,0,0.106030
3260,1,1,0,0.146099
3261,2,2,0,0.079951
3262,3,3,0,0.127178
3263,7,7,0,0.139610
3264,8,8,0,0.110271
3265,1,1,0,0.144398
3266,0,0,0,0.106263
3267,0,0,0,0.117057
3268,2,2,0,0.094679
3269,1,1,0,0.149700
3270,6,6,0,0.078367
3271,6,6,0,0.094156
3272,0,0,0,0.113493
3273,1,1,0,0.144266
3274,6,6,0,0.120354
3275,2,2,0,0.129630
3276,5,5,0,0.128653
3277,1,1,0,0.150653
3278,7,7,0,0.125076
3279,4,4,0,0.118408
3280,8,8,0,0.128021
3281,2,2,0,0.136000
3282,1,1,0,0.153561
3283,4,4,0,0.130281
3284,3,3,0,0.136024
3285,8,8,0,0.112980
3286,3,3,0,0.132262
3287,9,9,0,0.135351
3288,9,9,0,0.110434
3289,4,4,0,0.114057
3290,8,9,0,0.113894
3291,3,3,1,0.061125
3292,4,4,0,0.123940
3293,7,7,0,0.125336
3294,2,2,0,0.084886
3295,7,7,0,0.112406
3296,5,5,0,0.077930
3297,7,7,0,0.118852
3298,0,0,0,0.091543
3299,4,4,0,0.139296
3300,3,3,0,0.123727
3301,3,3,0,0.098629
3302,2,2,0,0.100472
3303,6,6,0,0.143882
3304,7,7,0,0.140177
3305,6,6,0,0.132791
3306,0,0,0,0.136789
3307,0,0,0,0.111696
3308,6,6,0,0.081978
3309,7,7,0,0.105082
3310,7,7,0,0.136233
3311,0,0,0,0.126090
3312,5,5,0,0.099671
3313,5,5,0,0.126196
3314,8,8,0,0.132343
3315,1,1,0,0.150192
3316,0,0,0,0.073470
3317,7,4,0,0.108531
3318,0,0,0,0.120154
3319,2,2,0,0.122898
3320,8,8,0,0.121310
3321,1,1,0,0.150856
3322,5,5,0,0.090517
3323,0,0,0,0.125394
3324,8,8,0,0.093873
3325,8,8,0,0.129186
3326,0,0,0,0.106489
3327,3,3,0,0.125122
3328,2,2,0,0.101095
3329,7,7,0,0.100076
3330,7,7,0,0.127826
3331,2,3,0,0.109365
3332,6,6,0,0.115675
3333,4,4,0,0.130819
3334,7,9,0,0.130598
3335,5,5,0,0.138868
3336,5,5,0,0.137316
3337,5,5,0,0.111629
3338,2,2,0,0.111725
3339,9,9,0,0.126348
3340,2,2,0,0.137264
3341,8,8,0,0.129133
3342,4,4,0,0.093550
3343,6,6,0,0.110822
3344,8,8,0,0.130935
3345,6,6,0,0.139708
3346,5,5,0,0.082816
3347,0,0,0,0.101886
3348,0,0,0,0.072814
3349,8,8,0,0.073761
3350,7,7,0,0.135320
3351,6,6,0,0.124596
3352,1,1,0,0.142424
3353,7,7,0,0.107742
3354,1,1,0,0.145812
3355,1,1,0,0.148924
3356,2,2,0,0.095367
3357,7,7,0,0.096698
3358,4,4,0,0.100306
3359,0,0,0,0.107698
3360,0,0,0,0.098379
3361,7,7,0,0.134561
3362,7,7,0,0.103749
3363,6,6,0,0.116608
3364,3,3,0,0.132525
3365,8,8,1,0.036561
3366,6,6,0,0.135233
3367,4,4,0,0.144519
3368,2,2,0,0.090491
3369,0,0,0,0.106934
3370,9,9,0,0.144062
3371,4,4,0,0.101818
3372,0,0,0,0.112488
3373,5,5,0,0.129242
3374,7,7,0,0.091949
3375,8,8,0,0.130329
3376,2,2,0,0.108082
3377,7,7,0,0.141066
3378,4,4,0,0.138312
3379,7,7,0,0.134084
3380,1,1,0,0.149703
3381,1,1,0,0.150409
3382,3,3,0,0.139895
3383,6,6,0,0.120821
3384,6,6,0,0.115073
3385,2,6,0,0.106337
3386,9,9,0,0.085724
3387,1,1,0,0.150289
3388,9,9,0,0.133707
3389,4,9,0,0.140728
3390,8,8,0,0.099262
3391,3,3,0,0.127039
3392,6,6,0,0.126606
3393,9,9,0,0.137323
3394,5,5,0,0.106895
3395,9,9,0,0.063313
3396,6,6,0,0.123329
3397,2,2,0,0.094948
3398,4,4,0,0.106864
3399,6,6,0,0.127720
3400,7,7,0,0.122996
3401,7,7,0,0.132440
3402,0,0,0,0.077616
3403,6,6,0,0.118862
3404,6,6,0,0.118941
3405,9,9,0,0.118891
3406,4,4,0,0.136191
3407,8,8,0,0.113872
3408,3,3,0,0.126712
3409,5,5,0,0.101444
3410,3,3,0,0.095830
3411,4,4,0,0.123123
3412,9,9,0,0.125157
3413,0,0,0,0.063419
3414,0,0,0,0.124006
3415,5,5,0,0.099678
3416,2,2,0,0.131159
3417,5,5,0,0.106453
3418,0,0,0,0.114284
3419,7,7,0,0.143841
3420,1,1,0,0.151259
3421,1,1,0,0.152031
3422,1,1,0,0.149871
3423,6,0,0,0.079683
3424,7,7,0,0.133952
3425,6,6,0,0.127437
3426,7,7,0,0.140230
3427,9,9,0,0.132753
3428,6,6,0,0.135058
3429,6,6,0,0.135820
3430,4,4,0,0.144261
3431,1,1,0,0.151809
3432,4,4,0,0.114286
3433,3,3,0,0.137312
3434,1,1,0,0.148414
3435,1,1,0,0.148925
3436,2,2,0,0.119038
3437,2,7,0,0.128215
3438,4,9,0,0.133877
3439,1,1,0,0.150754
3440,0,0,0,0.116508
3441,8,8,0,0.114995
3442,7,7,0,0.072522
3443,6,6,0,0.125343
3444,3,3,0,0.116005
3445,4,4,0,0.090012
3446,0,0,0,0.089603
3447,0,0,0,0.117384
3448,6,6,0,0.061409
3449,3,3,0,0.113207
3450,3,3,0,0.125860
3451,0,0,0,0.117620
3452,7,7,0,0.144764
3453,1,1,0,0.148219
